table,eval_instances,variant,method_name,eval_seed,acceptance_rate,on_time_rate,late_orders,average_lateness,max_lateness,total_energy_consumption,total_flight_distance,hard_constraint_violations,reaches_80_50
paper_compare,50,raw_baseline,raw_baseline,0,0.5933333333333334,0.5449438202247191,405,8.624550159961801,25.731183975331817,234.70353848602846,3815.0240050661223,0,False
paper_compare,50,oracle_best_on_time,oracle_best_on_time,0,0.9146666666666666,0.5189504373177842,660,24.145694345360976,66.11044801620857,396.8881822612774,6401.769881346954,0,True
paper_compare,50,service_policy_imitation,service_policy_imitation,0,0.82,0.5341463414634147,573,20.196305490853984,57.97137028637198,301.1890832958602,5067.559441869357,0,True
paper_compare,100,raw_baseline,raw_baseline,0,0.6033333333333334,0.569060773480663,780,8.943758925453052,27.03040745267235,472.6602753710864,7660.213066440254,0,False
paper_compare,100,oracle_best_on_time,oracle_best_on_time,0,0.9116666666666666,0.5243144424131627,1301,23.620671697994673,66.22181494111433,781.4924340260026,12590.779829528365,0,True
paper_compare,100,service_policy_imitation,service_policy_imitation,0,0.8136666666666666,0.5231462515362556,1164,19.993842676401872,63.901284682461394,598.3179254412588,10068.325639106995,0,True
paper_compare,200,raw_baseline,raw_baseline,0,0.6111666666666666,0.5743114262339787,1561,8.9301968255934,28.66936205512738,954.8560741897337,15397.758630887696,0,False
paper_compare,200,oracle_best_on_time,oracle_best_on_time,0,0.9091666666666667,0.5318056828597617,2554,24.071311354696906,76.76156102551256,1550.868079347057,25142.478983044988,0,True
paper_compare,200,service_policy_imitation,service_policy_imitation,0,0.8155,0.5323932147966483,2288,20.26643809710919,63.901284682461394,1191.001967332463,20079.54208400978,0,True
