variant,seeds,acceptance_mean,acceptance_std,acceptance_min,on_time_mean,on_time_std,on_time_min,average_lateness_mean,max_lateness_max,pass_count,total_seeds,all_seed_pass
final_full,"0,1,2",0.8036666666666666,0.007118052168020881,0.7976666666666666,0.5331742072060076,0.007097252352284458,0.5231462515362556,19.617917798005056,63.901284682461394,1,3,False
no_risky_accept_penalty,"0,1,2",0.8033333333333333,0.008114915394004517,0.7943333333333333,0.5420556951400427,0.0025464469722034674,0.5388773388773389,21.363969170249135,66.40120432168814,2,3,False
