model,eval_instances,eval_seed,acceptance_rate,on_time_rate,late_orders,average_lateness,max_lateness,hard_constraint_violations,reaches_80_50
severe8_assignment_100inst_20260521,50,0,0.82,0.5341463414634147,573,20.196305490853984,57.97137028637198,0,True
severe8_assignment_100inst_20260521,50,1,0.802,0.5361596009975063,558,19.115085445105507,59.86090668541652,0,True
severe8_assignment_100inst_20260521,50,2,0.796,0.551926298157454,535,18.79434269488554,60.711379883719616,0,False
severe8_assignment_100inst_20260521,100,0,0.8136666666666666,0.5231462515362556,1164,19.993842676401872,63.901284682461394,0,True
severe8_assignment_100inst_20260521,100,1,0.7996666666666666,0.5385577323884952,1107,19.509736496592534,62.87608857108626,0,False
severe8_assignment_100inst_20260521,100,2,0.7976666666666666,0.5378186376932721,1106,19.35017422102077,60.711379883719616,0,False
severe8_assignment_100inst_20260521,200,0,0.8155,0.5323932147966483,2288,20.26643809710919,63.901284682461394,0,True
