variant,eval_instances,eval_seed,acceptance_rate,on_time_rate,late_orders,average_lateness,max_lateness,hard_constraint_violations,reaches_80_50
final_full,100,0,0.8136666666666666,0.5231462515362556,1164,19.993842676401872,63.901284682461394,0,True
final_full,100,1,0.7996666666666666,0.5385577323884952,1107,19.509736496592534,62.87608857108626,0,False
final_full,100,2,0.7976666666666666,0.5378186376932721,1106,19.35017422102077,60.711379883719616,0,False
no_risky_accept_penalty,100,0,0.814,0.5421785421785422,1118,21.879402919017593,65.29361114547287,0,True
no_risky_accept_penalty,100,1,0.8016666666666666,0.5388773388773389,1109,21.525250000385643,66.40120432168814,0,True
no_risky_accept_penalty,100,2,0.7943333333333333,0.5451112043642468,1084,20.687254591344164,60.91294763674955,0,False
