eval_instances,method,acceptance_rate,on_time_rate,late_orders,average_lateness,max_lateness,total_energy_consumption,total_flight_distance,hard_constraint_violations,reaches_80_50
20,raw_baseline,0.6416666666666667,0.5792207792207792,162,8.290222292099319,24.69493478697403,99.75536022600903,1596.3787156226892,0,false
20,oracle_best_on_time,0.9083333333333333,0.5577981651376147,241,22.258301967623126,55.93293251346212,150.16820371733144,2392.4406742304564,0,true
20,service_policy_imitation,0.8183333333333334,0.5519348268839104,220,22.456275780784388,59.262891593213865,117.16275320386393,1973.6097709031233,0,true
50,raw_baseline,0.5933333333333334,0.5449438202247191,405,8.624550159961801,25.731183975331817,234.70353848602846,3815.0240050661223,0,false
50,oracle_best_on_time,0.9146666666666666,0.5189504373177842,660,24.145694345360976,66.11044801620857,396.8881822612774,6401.769881346954,0,true
50,service_policy_imitation,0.806,0.5260545905707196,573,23.87598611781854,62.70348657225185,297.70187354066377,5091.444236944881,0,true
100,raw_baseline,0.6033333333333334,0.569060773480663,780,8.943758925453052,27.03040745267235,472.6602753710864,7660.213066440254,0,false
100,oracle_best_on_time,0.9116666666666666,0.5243144424131627,1301,23.620671697994673,66.22181494111433,781.4924340260026,12590.779829528365,0,true
100,service_policy_imitation,0.8033333333333333,0.5182572614107884,1161,22.817443554466234,65.60554799580444,589.8821619408586,10047.496781166163,0,true
