model,eval_instances,eval_seed,acceptance_rate,on_time_rate,late_orders,average_lateness,max_lateness,hard_constraint_violations,reaches_80_50,source
augmented_severe8_assignment_gate,50,0,0.806,0.5260545905707196,573,23.87598611781854,62.70348657225185,0,True,experiments/default_business_env_training/evaluation/augmented_severe8_assignment_eval50/reports/final_business_constraint_summary.csv
augmented_severe8_assignment_gate,50,1,0.8026666666666666,0.5232558139534884,574,22.106350488250595,61.73224359597424,0,True,experiments/default_business_env_training/evaluation/augmented_severe8_assignment_eval50_seed1_20260521/reports/final_business_constraint_summary.csv
augmented_severe8_assignment_gate,50,2,0.7873333333333333,0.5563082133784928,524,21.680930958768595,63.32713811814864,0,False,experiments/default_business_env_training/evaluation/augmented_severe8_assignment_eval50_seed2_20260521/reports/final_business_constraint_summary.csv
augmented_severe8_assignment_gate,100,0,0.8033333333333333,0.5182572614107884,1161,22.817443554466234,65.60554799580444,0,True,experiments/default_business_env_training/evaluation/augmented_severe8_assignment_eval100/reports/final_business_constraint_summary.csv
augmented_severe8_assignment_gate,100,1,0.7973333333333333,0.5305183946488294,1123,22.571076228973745,74.34893320026077,0,False,experiments/default_business_env_training/evaluation/augmented_severe8_assignment_eval100_seed1_20260521/reports/final_business_constraint_summary.csv
augmented_severe8_assignment_gate,100,2,0.788,0.5414551607445008,1084,22.43501900999829,67.99100543064894,0,False,experiments/default_business_env_training/evaluation/augmented_severe8_assignment_eval100_seed2_20260521/reports/final_business_constraint_summary.csv
