model_name,samples,accept_samples,accept_positive_rate,model_accept_rate,accept_accuracy,accept_precision,accept_recall,route_samples,route_top1_accuracy,route_top3_accuracy,assignment_samples,assignment_accuracy,assignment_drone_positive_rate,model_drone_assignment_rate,assignment_drone_recall,lateness_samples,lateness_mae,lateness_rmse,lateness_risk_auc,on_time_class_accuracy,risky_order_false_accept_rate,predicted_late_but_accepted_count,accepted_late_count,teacher_policy_match_rate
augmented_severe8_assignment_gate,1733,626,0.6517571884984026,0.6869009584664537,0.7987220447284346,0.827906976744186,0.8725490196078431,1052,0.8298479087452472,0.9743346007604563,1052,0.8022813688212928,0.25570342205323193,0.12547528517110265,0.45724907063197023,1678,2.9352639220312486,6.69346874054213,0.9351277025626856,0.9064362336114422,0.3394495412844037,0,74,0.8182359952324195
