scenario,model_tag,seed,method,method_label,cost_best_mean,cost_mean_mean,cost_worst_mean,accept_rate,reject_rate,on_time_rate,avg_lateness,total_revenue,total_energy,metrics_path
ablate_no_pickup_capacity,main,2,profit_accept,Profit Accept,288.588623046875,323.39605712890625,358.5495300292969,0.0006666667177341878,0.9993333220481873,0.07854166626930237,23.831384658813477,14.9491548538208,5.2317657470703125,D:\HGAT-POMO\experiments\thesis_protocol_20260420_formal\metrics\ablate_no_pickup_capacity_seed2.json
ablate_no_time_traffic,main,0,model,HGAT-POMO,116.65547180175781,144.95574951171875,179.4593505859375,0.02199999988079071,0.9780000448226929,0.31272387504577637,8.745437622070312,16.080198287963867,3.668057918548584,D:\HGAT-POMO\experiments\thesis_protocol_20260420_formal\metrics\ablate_no_time_traffic_seed0.json
ablate_no_time_traffic,main,0,random,Random,278.0396423339844,404.00042724609375,573.9066772460938,0.004666666965931654,0.9953333139419556,0.15527941286563873,22.102252960205078,15.71031379699707,6.0229668617248535,D:\HGAT-POMO\experiments\thesis_protocol_20260420_formal\metrics\ablate_no_time_traffic_seed0.json
ablate_no_time_traffic,main,0,truck_only,Truck Only,153.25213623046875,191.73162841796875,241.72128295898438,0.06866666674613953,0.9313333034515381,0.2587495744228363,11.645890235900879,17.012157440185547,2.302546501159668,D:\HGAT-POMO\experiments\thesis_protocol_20260420_formal\metrics\ablate_no_time_traffic_seed0.json
ablate_no_time_traffic,main,0,heuristic,Heuristic,304.4497985839844,363.45294189453125,459.4127197265625,0.004000000189989805,0.9959999918937683,0.08023693412542343,24.992250442504883,15.702718734741211,6.437739372253418,D:\HGAT-POMO\experiments\thesis_protocol_20260420_formal\metrics\ablate_no_time_traffic_seed0.json
ablate_no_time_traffic,main,0,local_search_truck,Truck Local Search,175.94908142089844,224.8604278564453,288.3513488769531,0.0860000029206276,0.9140000939369202,0.22841262817382812,13.107295989990234,17.3182315826416,2.582420587539673,D:\HGAT-POMO\experiments\thesis_protocol_20260420_formal\metrics\ablate_no_time_traffic_seed0.json
ablate_no_time_traffic,main,0,profit_accept,Profit Accept,297.6377258300781,335.494140625,376.4635009765625,0.004666666965931654,0.9953333139419556,0.08550489693880081,24.345104217529297,15.734009742736816,6.461118221282959,D:\HGAT-POMO\experiments\thesis_protocol_20260420_formal\metrics\ablate_no_time_traffic_seed0.json
ablate_no_time_traffic,main,1,model,HGAT-POMO,112.9428482055664,138.2857666015625,168.88783264160156,0.025999998673796654,0.9740000367164612,0.3344731032848358,8.423452377319336,16.427085876464844,3.605971097946167,D:\HGAT-POMO\experiments\thesis_protocol_20260420_formal\metrics\ablate_no_time_traffic_seed1.json
ablate_no_time_traffic,main,1,random,Random,276.8818054199219,396.4969177246094,556.5050659179688,0.00800000037997961,0.9919999837875366,0.15793056786060333,22.135683059692383,16.089637756347656,6.0093607902526855,D:\HGAT-POMO\experiments\thesis_protocol_20260420_formal\metrics\ablate_no_time_traffic_seed1.json
ablate_no_time_traffic,main,1,truck_only,Truck Only,149.74215698242188,187.68374633789062,238.7163543701172,0.06066666543483734,0.9393333196640015,0.2751295864582062,11.487775802612305,17.039064407348633,2.291572332382202,D:\HGAT-POMO\experiments\thesis_protocol_20260420_formal\metrics\ablate_no_time_traffic_seed1.json
