scenario,model_tag,seeds,cost_best_mean,cost_best_std,cost_mean_mean,cost_mean_std,cost_worst_mean,cost_worst_std,delta_cost_best_vs_full_main,delta_cost_mean_vs_full_main,delta_cost_worst_vs_full_main,accept_rate_mean,accept_rate_std,delta_accept_rate_vs_full_main,on_time_rate_mean,on_time_rate_std,delta_on_time_rate_vs_full_main,avg_lateness_mean,avg_lateness_std,delta_avg_lateness_vs_full_main,total_revenue_mean,total_revenue_std,delta_total_revenue_vs_full_main,total_energy_mean,total_energy_std,delta_total_energy_vs_full_main
ablate_no_accept_reject,main,3,273.03061930338544,5.469213350417788,323.9969482421875,5.803982789184962,382.93105061848956,9.289538145264185,154.25134531656903,178.7416025797526,205.29761759440103,0.0,0.0,-0.02111111208796501,0.24955556293328604,0.0015475960091384828,-0.05376172562440237,14.06898021697998,0.2857773359893683,5.095983187357584,33.94407653808594,0.6041144477250731,18.068817138671875,6.45718240737915,0.12149888326773275,2.80282990137736
ablate_no_pickup_capacity,main,3,119.2076644897461,0.2906404023480358,157.14404805501303,1.8560609660582728,208.63879903157553,6.142803952952693,0.4283905029296875,11.888702392578125,31.005366007486998,0.002888888993766159,0.0026851213693609858,-0.018222223094198853,0.2918406625588735,0.005442875101694811,-0.011476625998814938,9.084559122721354,0.0754465328952113,0.11156209309895715,15.557330449422201,0.48093778862581343,-0.3179289499918614,3.1240511735280356,0.018355338814624762,-0.5303013324737549
ablate_no_time_traffic,main,3,113.69717661539714,2.173935855506499,140.83133443196616,2.942984537622388,173.1343790690104,4.559176537593042,-5.082097371419266,-4.42401123046875,-4.499053955078125,0.02399999958773454,0.0016329926691022508,0.0028888874997695276,0.32153764367103577,0.009345176463553739,0.018220355113347353,8.476868947347006,0.20105794450946832,-0.4961280822753906,15.943159739176432,0.4613607451723373,0.0679003397623692,3.6209566593170166,0.03403191502046143,-0.03339584668477391
