experiment_name,method_name,response_window,delivery_window_extension,resource_count,order_density_ratio,acceptance_rate,acceptance_rate_gap_to_0_80,on_time_rate,on_time_rate_gap_to_0_50,late_orders,average_lateness,max_lateness,total_energy_consumption,total_flight_distance,hard_constraint_violations,reached_80_acceptance,reached_50_on_time,reached_both_targets,recommendation
resource_count_5,oracle_best_acceptance,original,0.0,5,1.0,0.5866666666666667,0.21333333333333337,0.5814393939393939,-0.08143939393939392,221,7.957796671503176,35.48645407029979,156.61313824970364,3008.243883536888,0,False,True,False,on_time_target_only
resource_count_5,oracle_best_on_time,original,0.0,5,1.0,0.57,0.2300000000000001,0.6120857699805068,-0.11208576998050679,199,8.496193221317597,36.1312610666379,162.08963351983368,3054.2651656733283,0,False,True,False,on_time_target_only
resource_count_5,tail_risk_constrained_joint_beam,original,0.0,5,1.0,0.5244444444444445,0.27555555555555555,0.614406779661017,-0.11440677966101698,182,5.7019964801585425,27.35454596736929,142.17370654487064,2624.392169870436,0,False,True,False,anchor_locked_safety_reference
combined_A,raw_baseline,3.0,2.0,1,1.0,0.5722222222222222,0.22777777777777786,0.4116504854368932,0.0883495145631068,303,12.553726687067304,34.5293318296148,116.69959208358762,1693.7580102160573,0,False,False,False,below_target
combined_A,v2_repair_only,3.0,2.0,1,1.0,0.5688888888888889,0.23111111111111116,0.4296875,0.0703125,292,12.859785558933462,35.64739416889843,120.55147684462749,1756.6672151137382,0,False,False,False,below_target
combined_A,oracle_best_acceptance,3.0,2.0,1,1.0,0.8688888888888889,-0.06888888888888889,0.33631713554987214,0.16368286445012786,519,65.83005497003074,190.03406215719113,235.74496231163633,3769.28374605043,0,True,False,False,acceptance_target_only
combined_A,oracle_best_on_time,3.0,2.0,1,1.0,0.8344444444444444,-0.03444444444444439,0.3195739014647137,0.1804260985352863,511,35.163111089898194,115.7924633680176,193.54422214975224,2776.22939286381,0,True,False,False,acceptance_target_only
combined_A,tail_risk_constrained_joint_beam,3.0,2.0,1,1.0,0.5722222222222222,0.22777777777777786,0.4116504854368932,0.0883495145631068,303,12.553726687067304,34.5293318296148,116.69959208358762,1693.7580102160573,0,False,False,False,anchor_locked_safety_reference
combined_B,raw_baseline,5.0,3.0,1,1.0,0.5933333333333334,0.20666666666666667,0.4419475655430712,0.058052434456928814,298,13.045624695346303,35.788575836254935,124.24196201258962,1773.3875885398515,0,False,False,False,below_target
combined_B,v2_repair_only,5.0,3.0,1,1.0,0.5977777777777777,0.2022222222222223,0.4628252788104089,0.03717472118959109,289,13.082350357258518,49.518330304350926,125.74705703835794,1810.1275599200517,0,False,False,False,below_target
